country,branch,formation_name,location,unit_category,quantity,quality_tier,source,verification_notes
SOM,army,Somalia Armed Forces,1205,regular_army,6,1,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SOM,navy,Somalia Fleet,1209,surface_fleet,4,1,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
SPA,army,Spain Armed Forces,217,regular_army,15,4,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SPA,navy,Spain Fleet,213,surface_fleet,10,4,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
SRA,army,Sierra Leone Armed Forces,1118,regular_army,2,2,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SRL,army,Sri Lanka Armed Forces,572,regular_army,6,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SRL,navy,Sri Lanka Fleet,572,surface_fleet,4,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
SRN,army,Suriname Armed Forces,745,regular_army,2,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
STP,army,Sao Tome and Principe Armed Forces,1306,regular_army,2,2,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SUD,army,Sudan Armed Forces,2798,regular_army,6,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SUD,navy,Sudan Fleet,1232,surface_fleet,2,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
SVG,army,St. Vincent and the Grenadines Armed Forces,3057,regular_army,2,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SVK,army,Slovakia Armed Forces,1772,regular_army,5,4,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SVN,army,Slovenia Armed Forces,1769,regular_army,4,4,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SVN,navy,Slovenia Fleet,1769,surface_fleet,2,4,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
SWE,army,Sweden Armed Forces,1,regular_army,8,5,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SWE,navy,Sweden Fleet,1,surface_fleet,8,5,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
SWI,army,Switzerland Armed Forces,165,regular_army,8,5,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SWZ,army,Swaziland Armed Forces,4783,regular_army,2,2,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SYR,army,Syria Armed Forces,382,regular_army,5,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
SYR,navy,Syria Fleet,3070,surface_fleet,2,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
TGO,army,Togo Armed Forces,3007,regular_army,2,2,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
TJK,army,Tajikistan Armed Forces,1968,regular_army,2,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
TKY,army,Turkey Armed Forces,326,regular_army,15,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
TKY,navy,Turkey Fleet,151,surface_fleet,8,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
TNZ,army,Tanzania Armed Forces,4058,regular_army,5,2,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
TNZ,navy,Tanzania Fleet,1196,surface_fleet,3,2,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
TOG,army,Tonga Armed Forces,1989,regular_army,2,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
TRK,army,Turkmenistan Armed Forces,437,regular_army,4,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
TRN,army,Trinidad and Tobago Armed Forces,502,regular_army,3,4,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
TRN,navy,Trinidad and Tobago Fleet,502,surface_fleet,2,4,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
TUN,army,Tunisia Armed Forces,341,regular_army,5,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
TVL,army,Tuvalu Armed Forces,1990,regular_army,2,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
UAE,army,United Arab Emirates Armed Forces,2333,regular_army,6,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
UAE,navy,United Arab Emirates Fleet,397,surface_fleet,3,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
UGA,army,Uganda Armed Forces,4064,regular_army,4,2,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
UKR,army,Ukraine Armed Forces,280,regular_army,8,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
UKR,navy,Ukraine Fleet,284,surface_fleet,5,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
URU,army,Uruguay Armed Forces,2850,regular_army,3,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
USA,army,United States Armed Forces,953,regular_army,30,5,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
USA,navy,United States Fleet,868,surface_fleet,24,5,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
UZB,army,Uzbekistan Armed Forces,457,regular_army,5,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
VIT,army,Fiji Armed Forces,1242,regular_army,2,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
VNU,army,Vanuatu Armed Forces,1239,regular_army,2,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
VNZ,army,Venezuela Armed Forces,831,regular_army,9,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
VNZ,navy,Venezuela Fleet,831,surface_fleet,5,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
VTN,army,Vietnam Armed Forces,613,regular_army,9,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
VTN,navy,Vietnam Fleet,605,surface_fleet,6,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
YEM,army,Yemen Armed Forces,4280,regular_army,5,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
YEM,navy,Yemen Fleet,388,surface_fleet,5,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
YUG,army,Yugoslavia Armed Forces,4239,regular_army,6,3,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
YUG,navy,Yugoslavia Fleet,4754,surface_fleet,2,3,generated:coastal-provinces-and-technology-tier,Simplified first-pass fleet; real naval inventory pending.
ZAM,army,Zambia Armed Forces,4106,regular_army,3,2,generated:development-and-technology-tier,Simplified first-pass formation; real order of battle pending.
