country_a,country_b,relationship_type,start_date,end_date,initial_opinion,organization,source,verification_notes
SPA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SRA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SRL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SRN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
STP,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SUD,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SVG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SVK,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SVN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SWE,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SWZ,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SYR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TGO,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TJK,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TKY,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TNZ,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TOG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TRK,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TRN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TUN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
UAE,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
UGA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
UKR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
URU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
USA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
UZB,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
VIT,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
VNU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
VNZ,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
VTN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
YEM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ZAM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
